,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10),Epoch: 11 (ckpt: 11)
10,Biz neredeyiz böyle?,1.8862699270248413,1.6337571144104004,1.8551504611968994,1.7064517736434937,1.4491536617279053,1.5682697296142578,1.505845308303833,1.5027432441711426,1.4395625591278076,1.5071187019348145,1.5139659643173218
11,"Bir kere farkettiğinizde aynı tür şiiri yazmak işten değil, ya da aynı hikayeyi tekrar tekrar anlatmak, bu türün size alkış getireceğini farkettiğinizde.",1.9478782415390015,1.8381125926971436,1.7751531600952148,1.6869946718215942,1.7036398649215698,1.678929328918457,1.6186542510986328,1.6080714464187622,1.602646827697754,1.5537829399108887,1.5549356937408447
12,Kullanıcı adınızı giriniz,2.02669620513916,1.7740832567214966,1.4914090633392334,1.6474061012268066,1.495418667793274,1.245959997177124,1.0574783086776733,1.1464815139770508,1.146763801574707,1.079270362854004,1.0036436319351196
13,"Hepimizin vücudu var, değil mi? Bir toplantı mı kaçırdım?",1.7583948373794556,1.6661319732666016,1.7566510438919067,1.7056076526641846,1.676151156425476,1.5795526504516602,1.5675581693649292,1.4888893365859985,1.532061219215393,1.4823949337005615,1.434994101524353
14,Giriş Kayıt ol,2.0234904289245605,1.847851276397705,2.1468005180358887,2.054534673690796,1.9747869968414307,2.076427698135376,1.9731351137161255,1.9001222848892212,1.8287684917449951,1.755220651626587,1.7821136713027954
15,Bunu nereden biliyorsunuz?,0.956719696521759,0.906914234161377,0.7488856315612793,0.7961707711219788,0.7580547332763672,0.7400916218757629,0.7656295299530029,0.7336109280586243,0.7235219478607178,0.7411817312240601,0.7279600501060486
16,"Hani bir görüşmede sanki karşınızdakine kafa tutarmış gibi olursunuz ya, oturup, karşınızdakinin yüzüne bakıp, başka yöne dönmesini beklersiniz, sonra da hemen cihazınızı kontrol edersiniz.",1.9909451007843018,1.8005263805389404,1.7439085245132446,1.7633416652679443,1.64409601688385,1.5477033853530884,1.5322145223617554,1.4692517518997192,1.4589024782180786,1.4370620250701904,1.4264304637908936
17,Emin misin?,1.3771157264709473,1.470267653465271,1.3193646669387817,1.4724979400634766,1.3240492343902588,1.319325566291809,1.375113844871521,1.5029852390289307,1.2661381959915161,1.3402854204177856,1.4093122482299805
18,"İsa onlara, ‹‹Karısını boşayıp başkasıyla evlenen, karısına karşı zina etmiş olur›› dedi.",2.268220901489258,1.9221066236495972,1.814797043800354,1.887496829032898,1.7619593143463135,1.8671947717666626,1.6719188690185547,1.7175393104553223,1.756722092628479,1.7019431591033936,1.70745849609375
19,Son birkaç yılımı insan motivasyonu bilimini incelemeye ayırdım. Özellikle de dışsal ve içsel motive edicileri incelemeye.,2.0837318897247314,1.9874134063720703,1.9996488094329834,1.8608330488204956,1.7854816913604736,1.7412967681884766,1.6534217596054077,1.6966428756713867,1.6845793724060059,1.617175579071045,1.607507348060608
20,"Birkaç hafta önce, Ben evangelize her müminin sorumluluk Kampüs Outreach Ulusal Konferansında konuştu. Benim metin oldu 2 Corinthians 5:18-21. İşte o oturumdaki bir video.",2.8009121417999268,2.66473126411438,2.710120677947998,2.5827887058258057,2.456589937210083,2.4446849822998047,2.3327741622924805,2.2854483127593994,2.2712113857269287,2.253880023956299,2.2206268310546875
21,Neden koruyacakmışım?,1.7206599712371826,1.700778841972351,1.936039686203003,1.9606359004974365,1.5489840507507324,1.5201956033706665,1.6641713380813599,1.5026301145553589,1.4903188943862915,1.3838025331497192,1.421115517616272
22,"Eğer bunu kabul etmek isterseniz, gelecek olan İlyas odur.",1.932755470275879,1.7066298723220825,1.6064059734344482,1.5683696269989014,1.5404343605041504,1.554628849029541,1.5652748346328735,1.5541633367538452,1.5455422401428223,1.5039762258529663,1.5510483980178833
23,Bu ne demek?,1.4917628765106201,1.5710408687591553,1.7920136451721191,1.6222069263458252,1.4681885242462158,1.43038010597229,1.4547126293182373,1.3735129833221436,1.3825558423995972,1.4753503799438477,1.4896948337554932
24,Ne diyorsun?,1.1332844495773315,1.0860369205474854,1.3209539651870728,1.3182669878005981,1.1718800067901611,1.1170848608016968,1.1186074018478394,1.2101192474365234,1.3269561529159546,1.2662795782089233,1.2413359880447388
25,Bırak onları.,2.3570663928985596,1.6858506202697754,1.8398287296295166,1.4166353940963745,1.552758812904358,1.5709577798843384,1.560844898223877,1.493642807006836,1.4848254919052124,1.4770065546035767,1.4948375225067139
26,"Bir kaç yıl önce, laboratuvarımda kendi deneylerimi yapıyordum.",1.7330929040908813,1.3895984888076782,1.4183810949325562,1.4012095928192139,1.2566945552825928,1.1747316122055054,1.2377158403396606,1.1393184661865234,1.0619194507598877,1.0501773357391357,1.0510942935943604
27,"Dünyayı daha iyi bir yer haline nasıl getirebileceğimizi düşünürken eğitimi düşünürüz, ona oldukça fazla para harcariz.",1.6288038492202759,1.5236438512802124,1.5341633558273315,1.5048710107803345,1.448659896850586,1.3798136711120605,1.3590030670166016,1.3366446495056152,1.307433843612671,1.2619984149932861,1.2512848377227783
28,Bizi takip edin,1.6150965690612793,1.5146353244781494,1.4301202297210693,1.6103894710540771,1.4947341680526733,1.4221241474151611,1.2370970249176025,1.3303626775741577,1.2696552276611328,1.1498966217041016,1.1577749252319336
29,5 Avrupa'da En İyi Alışveriş Outlets,2.7000439167022705,2.4745168685913086,2.4417989253997803,2.1243505477905273,2.037545919418335,1.8032394647598267,1.8468983173370361,1.8599451780319214,1.659741997718811,1.7236907482147217,1.6004297733306885
30,Calverton Poligonu'na vardığımızda FBI'nın bizim grubu izlediğini bilmiyorduk.,2.3789145946502686,2.140756130218506,2.1678645610809326,2.0219461917877197,2.0422511100769043,1.8433219194412231,1.952463150024414,1.8538388013839722,1.8471331596374512,1.8244010210037231,1.8128622770309448
31,"Ona ihanet edecek olan Yahuda, ‹‹Rabbî, yoksa beni mi demek istedin?›› diye sordu. İsa ona, ‹‹Söylediğin gibidir›› karşılığını verdi.",2.0168964862823486,1.6922776699066162,1.731050729751587,1.6577502489089966,1.5731053352355957,1.6130486726760864,1.5827871561050415,1.470860481262207,1.4514286518096924,1.4133425951004028,1.3957802057266235
32,Kimse on yaşındayken icra takibi ve şirket alımları için avukat olmayı düşlemez.,2.2961676120758057,2.20527982711792,2.165546417236328,2.0841121673583984,2.0571696758270264,2.063493251800537,1.9351327419281006,2.0280189514160156,1.981128454208374,1.8594650030136108,1.8833383321762085
33,"Kötü ruhlar İsaya, ‹‹Bizi şu domuzlara gönder, onlara girelim›› diye yalvardılar.",2.2819998264312744,1.9218271970748901,2.0896835327148438,1.912326693534851,1.924852728843689,1.8745254278182983,1.8263826370239258,1.7320793867111206,1.7450731992721558,1.6781741380691528,1.6556971073150635
34,"Ama vay halinize, ey zenginler, Çünkü tesellinizi almış bulunuyorsunuz!",2.316006660461426,2.2881946563720703,2.1634628772735596,2.3403921127319336,2.2036631107330322,2.1784403324127197,2.021580457687378,1.9350849390029907,2.0785326957702637,2.0690948963165283,1.9779341220855713
35,"Her şeyi yiyen, yemeyeni hor görmesin. Her şeyi yemeyen, yiyeni yargılamasın. Çünkü Tanrı onu kabul etmiştir.",2.1065359115600586,2.0851593017578125,2.0168778896331787,2.0089430809020996,1.823624849319458,1.7116458415985107,1.6470601558685303,1.626178503036499,1.6508285999298096,1.610599160194397,1.572658896446228
36,"Bilmiyorum, efendim.",1.2904794216156006,1.225287914276123,1.07706880569458,1.0264390707015991,1.079554796218872,1.0701926946640015,1.0222697257995605,1.0012744665145874,1.042500615119934,1.0036399364471436,0.959438681602478
37,"Onlar, Mesihin acı çekeceğini ve ölümden dirilenlerin ilki olarak gerek kendi halkına, gerek öteki uluslara ışığın doğuşunu ilan edeceğini bildirmişlerdi.››",2.179959774017334,1.9684855937957764,2.056640863418579,1.9499003887176514,1.8852648735046387,1.8708709478378296,1.8828489780426025,1.8619298934936523,1.818400263786316,1.8054403066635132,1.7977900505065918
38,"Bunu çözmek için sizinle paylaşacağım üç öneri var. Yaklaşık üç dakikam var,yani tam olacak.",1.9949184656143188,1.9896118640899658,1.9277141094207764,1.8192228078842163,1.802620530128479,1.69784677028656,1.5881333351135254,1.625265121459961,1.5607908964157104,1.567036747932434,1.5702497959136963
39,İlk _ Önceki _ 1 2 3 ... 10 _ Sonraki _ Son,3.4199750423431396,2.7694246768951416,3.3535845279693604,2.47000789642334,1.6239718198776245,1.3108280897140503,1.2931593656539917,0.9998329281806946,0.9990416765213013,0.8184632062911987,0.7515668272972107
40,Ben bir günahkarım.,2.1352837085723877,1.9624500274658203,2.018090009689331,1.6902670860290527,1.7010024785995483,1.7752846479415894,1.5439748764038086,1.4608173370361328,1.3642667531967163,1.4181864261627197,1.5115283727645874
41,"Kutsal Yasayla övünürken, Yasaya karşı gelerek Tanrıyı aşağılar mısın?",2.2527291774749756,1.9611390829086304,2.0184311866760254,1.9766401052474976,1.7821747064590454,1.850019097328186,1.6940722465515137,1.5871798992156982,1.6295708417892456,1.600969910621643,1.543983817100525
42,"Tapınağın dış avlusunu bırak, orayı ölçme. Çünkü orası, kutsal kenti kırk iki ay ayaklarıyla çiğneyecek olan uluslara verildi.",2.219944953918457,1.9486433267593384,1.9888207912445068,1.8906582593917847,1.8319894075393677,1.9162602424621582,1.7452083826065063,1.7490533590316772,1.8508387804031372,1.7906628847122192,1.7644535303115845
43,Hayat devam ediyor.,1.5749934911727905,1.535415530204773,1.7358769178390503,1.4068955183029175,1.3975430727005005,1.176504135131836,1.2575762271881104,1.2411448955535889,1.167768120765686,1.0502662658691406,1.065775752067566
44,- Buradan gitmek ister misin?,1.0926998853683472,1.0266199111938477,0.9404734373092651,0.8393506407737732,0.8330652713775635,0.8327429294586182,0.7924590110778809,0.8349560499191284,0.8417684435844421,0.8274154663085938,0.8021694421768188
45,Sonra oturup yanında nöbet tuttular.,2.049363851547241,1.7332803010940552,1.9754343032836914,1.7856924533843994,1.6103103160858154,1.4047608375549316,1.4827591180801392,1.4381788969039917,1.39244544506073,1.4261504411697388,1.4203801155090332
46,Ama başbakan tek bir gerçeği söyledi.,1.9526383876800537,1.7098538875579834,1.6803256273269653,1.5703116655349731,1.5614075660705566,1.599279522895813,1.554902195930481,1.5778484344482422,1.54185950756073,1.5136669874191284,1.4830658435821533
47,"Windows XP kullanıyorsanız, BURAYA TIKLA RescuePro® Standart veya bir XP uyumlu kopya için BURAYA TIKLA RescuePro® Deluxe bir XP uyumlu kopya için.",3.146840810775757,2.7532904148101807,3.0122830867767334,2.506406784057617,2.359513759613037,2.119264841079712,2.0000054836273193,2.0240097045898438,1.927649974822998,1.8751273155212402,1.8169811964035034
48,"Neden? Çünkü işten çıkarılmak, hem işçiler için, hem de toplum için bir felaket olacaktı.",1.943528413772583,1.8769060373306274,1.8737748861312866,1.8008025884628296,1.7046154737472534,1.603481411933899,1.5623685121536255,1.5768133401870728,1.5337591171264648,1.491206169128418,1.4810432195663452
49,"AESUK başlamamıştır, ve niyeti yoktu ya görmek istenen, herhangi tahkim davası. o tahkim islemler getirmelidir - Onun konumu JSC sürdürmeye ya da yargılanmasına her sürdürmeye serbest olmaması gerektiğini oldu, AESUK bu yargılamaları savunacağı.",2.349829912185669,2.2962288856506348,2.4168860912323,2.334331750869751,2.3950588703155518,2.3809704780578613,2.3225555419921875,2.317668914794922,2.3270766735076904,2.3501176834106445,2.3431973457336426
50,Ve bu da bence umut verici birşey.,1.9074589014053345,1.683692216873169,1.7264223098754883,1.3792831897735596,1.4679522514343262,1.5044326782226562,1.467191219329834,1.4364114999771118,1.3919388055801392,1.3130788803100586,1.367788553237915
51,"5 yıl önce, bir motorsiklet kazasına müdahele ettim.",2.263761281967163,2.0223660469055176,1.8823686838150024,1.9192434549331665,1.7505203485488892,1.5540711879730225,1.6093363761901855,1.5537189245224,1.4956226348876953,1.4462977647781372,1.4485177993774414
52,"(Gülüşmeler) Şu geldi -- ve sanki ben, bu ... -- ve ben, ben ....",2.2803871631622314,2.0035195350646973,2.156599760055542,2.0063889026641846,2.00593638420105,1.9848723411560059,2.055853843688965,2.0470473766326904,2.0022592544555664,2.017249345779419,2.035332441329956
53,"""Bebeğim,"" diyeceğim ona ""unutma, annen bir savaşçıydı, baban da bir savaşçı, ve sen de minicik ellerin ve koca gözlerinle daha fazlasını isteyen bir kızsın.""",2.08744740486145,1.9764641523361206,1.9827886819839478,1.8027054071426392,1.7897539138793945,1.7413922548294067,1.699979543685913,1.6786705255508423,1.6377936601638794,1.6397563219070435,1.6056162118911743
54,ve images.we sizin gibi tatlı ziyaretçiler için spacially görüntüleri toplayın kaliteli hd pictures.with.,2.7315618991851807,2.4762344360351562,2.644803762435913,2.6183760166168213,2.5671777725219727,2.5102272033691406,2.4505927562713623,2.3958659172058105,2.441941499710083,2.4507968425750732,2.416046619415283
55,"Kutsal Yasa, zayıflıkları olan insanları başkâhin atamaktadır. Ama Yasa'dan sonra gelen ant sözü, sonsuza dek yetkin kılınmış olan Oğul'u başkâhin atamıştır.",2.40812349319458,2.1574292182922363,2.084359645843506,2.064138889312744,2.04844069480896,2.0064728260040283,1.9379627704620361,1.8759007453918457,1.842812180519104,1.8163684606552124,1.8074531555175781
56,"Yeni iş ortağınız elinizi sıkabilir, sizinle kutlama yapabilir, yemeğe çıkabilir ve sonra bir kızgınlık ifadesi sergileyebilir.",1.9896821975708008,1.8820257186889648,1.8290702104568481,1.7088531255722046,1.5941416025161743,1.5512404441833496,1.53094482421875,1.5514062643051147,1.5214582681655884,1.5153329372406006,1.4781614542007446
57,Ne dediğini duydun.,1.5021032094955444,1.3699036836624146,1.5289702415466309,1.438101053237915,1.2782552242279053,1.2856167554855347,1.32064950466156,1.205393671989441,1.2259832620620728,1.152072787284851,1.149674654006958
58,"‹‹Kendilerine, ‹Siz halkım değilsiniz› denilen yerde, Yaşayan Tanrının çocukları diye adlandırılacaklar.››",1.8535228967666626,1.648390769958496,1.6585218906402588,1.549676775932312,1.5288612842559814,1.5954835414886475,1.4918156862258911,1.4836771488189697,1.5096302032470703,1.4501286745071411,1.4023165702819824
59,"dedi. ""Peki. Mezun olunca tamamen bunun üzerinde çalışacaksınız herhalde"".",1.9066404104232788,1.7627615928649902,1.8789035081863403,1.8462810516357422,1.763604998588562,1.7020584344863892,1.8181225061416626,1.7124131917953491,1.6903563737869263,1.6573086977005005,1.6301017999649048
60,Gölü aşıp Ginnesarda karaya çıktılar.,3.3556900024414062,3.036501169204712,3.2430217266082764,3.2381536960601807,3.1145341396331787,3.056948184967041,2.9110922813415527,2.9370765686035156,3.0308821201324463,3.185671329498291,3.1889724731445312
61,- Mecburuz.,3.1299662590026855,3.2398507595062256,2.694092273712158,2.2504165172576904,2.422661066055298,2.237858772277832,2.0872185230255127,2.3920438289642334,2.008579730987549,2.122865676879883,2.064793586730957
62,"55,000 dolar. Ve bu inanılmaz bir miktar.",2.043060779571533,1.7938414812088013,1.8923708200454712,1.6816588640213013,1.6634840965270996,1.732188105583191,1.6450711488723755,1.539709448814392,1.4594175815582275,1.5065267086029053,1.4632837772369385
63,Geri gelecek mi?,1.5434386730194092,1.5144084692001343,1.4357600212097168,1.3356722593307495,1.360349178314209,1.519343614578247,1.3879821300506592,1.2752844095230103,1.325453519821167,1.404728651046753,1.3346459865570068
64,Yani diyorum ki: Girişimcilik neyin üzerinde olduğudur.,2.0008327960968018,1.717228889465332,1.672926425933838,1.6257177591323853,1.5659830570220947,1.5917221307754517,1.5297584533691406,1.4332756996154785,1.4566006660461426,1.4270737171173096,1.3947616815567017
65,"Dünya da dünyasal tutkular da geçer, ama Tanrının isteğini yerine getiren sonsuza dek yaşar.",1.9610170125961304,1.7463291883468628,1.6779029369354248,1.6935889720916748,1.639569878578186,1.591056227684021,1.5550322532653809,1.4829862117767334,1.4798120260238647,1.468900203704834,1.475965976715088
66,"Onun yanına giren melek, ‹‹Selam, ey Tanrının lütfuna erişen kız! Rab seninledir›› dedi.",2.274662733078003,1.9130253791809082,2.010965347290039,1.8973544836044312,1.7511922121047974,1.8045449256896973,1.5863124132156372,1.6732584238052368,1.537940502166748,1.531712532043457,1.491279125213623
67,"İsa dedi ki, ‹‹Bu ev bugün kurtuluşa kavuştu. Çünkü bu adam da İbrahimin oğludur.",2.2397842407226562,2.0398504734039307,1.8543994426727295,1.788145899772644,1.8183192014694214,1.7103826999664307,1.7842272520065308,1.7123750448226929,1.687585473060608,1.7263622283935547,1.6946537494659424
68,- Ben çekerim.,2.098755121231079,2.197038173675537,2.031465530395508,2.0654172897338867,1.9578651189804077,2.0657856464385986,2.0411407947540283,1.6803488731384277,1.83688223361969,1.8907850980758667,1.8353902101516724
69,Doğru olanı yapmayan ve kardeşini sevmeyen kişi Tanrıdan değildir. İşte Tanrının çocuklarıyla İblisin çocukları böyle ayırt edilir.,1.9105945825576782,1.7599278688430786,1.80244779586792,1.6197755336761475,1.6311757564544678,1.5943055152893066,1.6106879711151123,1.5375908613204956,1.5474673509597778,1.5421966314315796,1.548852801322937
70,"Böylece kilise tarafından gönderilenler, öteki uluslardan olanların Tanrıya nasıl döndüğünü anlata anlata Fenike ve Samiriye bölgelerinden geçerek bütün kardeşlere büyük sevinç verdiler.",1.92630934715271,1.7486780881881714,1.74591863155365,1.7221118211746216,1.6550787687301636,1.6511857509613037,1.6425700187683105,1.5556972026824951,1.5411804914474487,1.5229295492172241,1.4950833320617676
71,"‹‹O vakit doğru kişiler Ona şu karşılığı verecek: ‹Ya Rab, seni ne zaman aç görüp doyurduk, susuz görüp su verdik?",2.4769561290740967,2.158308506011963,2.1187992095947266,2.0161046981811523,2.1012675762176514,2.0764381885528564,2.064845085144043,2.0618560314178467,1.9616645574569702,2.056572914123535,1.9972193241119385
72,"Ve şunu söyleyeceğim ki bence doğru tepe noktası bu değil,",1.9207786321640015,1.7481434345245361,1.8128076791763306,1.732204794883728,1.5569255352020264,1.6772524118423462,1.5381218194961548,1.4586237668991089,1.4807597398757935,1.4113051891326904,1.4171444177627563
73,Neyi koruyacağız?,1.7195143699645996,1.55131995677948,1.6745448112487793,1.5872408151626587,1.48074209690094,1.5044809579849243,1.4652665853500366,1.6112034320831299,1.6359812021255493,1.4703519344329834,1.5661823749542236
74,"Bak, yavaş yavaş yapsaydım omuzunda olurdu.",2.451127052307129,2.0872788429260254,2.240679979324341,2.1351516246795654,1.9503971338272095,2.0145082473754883,1.9631175994873047,1.9423213005065918,1.8737457990646362,1.8355209827423096,1.921703815460205
75,Burada açık bir ders var. Bu da; internet Bay Su Sıçratan Pantolon'u seviyor.,2.259763240814209,2.2229957580566406,2.197360038757324,2.23616886138916,2.1768884658813477,2.1538264751434326,2.0793886184692383,2.1473116874694824,2.104900360107422,2.0739922523498535,2.0899605751037598
76,"Ve kesinlikle emindim ki, demokrasi ve bizim topluma mükemmel olacaktı.",1.652226448059082,1.5920493602752686,1.6372928619384766,1.6006934642791748,1.4583927392959595,1.4256696701049805,1.5031747817993164,1.467718482017517,1.4512673616409302,1.386826515197754,1.3912990093231201
77,Kimsenin haberi yoktu -- herkes tahta çizme zannetti.,2.257603883743286,2.0929129123687744,2.159494161605835,2.1148335933685303,2.0717945098876953,1.8224180936813354,1.9571577310562134,1.9163434505462646,1.9186300039291382,1.858262062072754,1.8549193143844604
78,Böyle bir projeyle herkesin neler yaptığını görmek ilginç olurdu.,1.59592604637146,1.4368056058883667,1.3610111474990845,1.2971616983413696,1.3160122632980347,1.2832485437393188,1.3279542922973633,1.1882739067077637,1.160644292831421,1.2049542665481567,1.1827400922775269
79,"Ona, ‹‹Nerede hazırlık yapmamızı istersin?›› diye sordular.",1.7307347059249878,1.375872254371643,1.3817012310028076,1.2036386728286743,1.19259774684906,1.1632511615753174,1.2070751190185547,1.1258496046066284,1.1083729267120361,1.1110330820083618,1.10080087184906
80,"Petrus onu izleyerek dışarı çıktı. Ama meleğin yaptığının gerçek olduğunu anlamıyor, bir görüm gördüğünü sanıyordu.",1.8157198429107666,1.6486963033676147,1.623970627784729,1.6621153354644775,1.5099470615386963,1.518147587776184,1.4699960947036743,1.4237018823623657,1.501603603363037,1.5233405828475952,1.4437739849090576
81,"Sekizinci gün, çocuğu sünnet etme zamanı gelince, Ona İsa adı verildi. Bu, Onun anne rahmine düşmesinden önce meleğin kendisine verdiği isimdi.",2.2864034175872803,1.9992221593856812,1.9435428380966187,1.8803489208221436,1.7897350788116455,1.7494263648986816,1.6840434074401855,1.5995056629180908,1.6163970232009888,1.6543338298797607,1.6024682521820068
82,Bakar mısınız?,1.4571503400802612,1.7823703289031982,1.508352279663086,1.4156585931777954,1.3238048553466797,1.404900074005127,1.4086273908615112,1.3473924398422241,1.3555279970169067,1.2481132745742798,1.277632474899292
83,"Ama inanmayan Yahudiler, öteki uluslardan olanları kardeşlere karşı kışkırtarak zihinlerini bulandırdılar.",1.9853018522262573,1.7979172468185425,1.7036744356155396,1.5917366743087769,1.6839271783828735,1.5703318119049072,1.5252729654312134,1.5452234745025635,1.524724006652832,1.5405269861221313,1.548208475112915
84,bir panelin arkasında gizleniyordu -- ve kahkaha atıp birbirlerine sarıldılar ve kaçtılar.,2.010429620742798,1.7486392259597778,1.797140121459961,1.7665562629699707,1.6644631624221802,1.6369473934173584,1.6434283256530762,1.61793851852417,1.6191514730453491,1.6331989765167236,1.6142408847808838
85,KIPP'in yaptığı bir çok muhteşem işten de bahsetti. Kenar mahalle çocuklarını alıp üniversite için hazırlamışlar.,1.8200627565383911,1.8110319375991821,1.8101530075073242,1.8162903785705566,1.6860949993133545,1.557281255722046,1.6332963705062866,1.6580393314361572,1.5938712358474731,1.5734727382659912,1.5784001350402832
86,Benimle alay ediyor olmalısınız.,1.7037514448165894,1.4799771308898926,1.3472353219985962,1.1759569644927979,1.2276585102081299,1.1003764867782593,1.1150758266448975,1.0846612453460693,1.04177725315094,1.0277204513549805,1.0101286172866821
87,Gelir dağılımı herkesi daha iyi hale getirecektir - sadece fakir insanları değil - çünkü seçme fazlalığı bizi hasta ediyor.,1.9065192937850952,1.7788931131362915,1.8470288515090942,1.782189965248108,1.714148998260498,1.6166359186172485,1.5912474393844604,1.5210050344467163,1.5763083696365356,1.5373672246932983,1.5212228298187256
88,Ve sadece 2007'de-- ve eminim ki daha yakın tarihlere ait veriler de vardır--- sadece İngilizceye 1.3 milyon sayfalık çeviri yapılmıştır.,2.191277503967285,1.9068435430526733,1.9642624855041504,1.817177653312683,1.887070894241333,1.7089403867721558,1.7361643314361572,1.6295843124389648,1.6513181924819946,1.6293513774871826,1.5986183881759644
89,- Senin sorunun ne?,1.5917338132858276,1.4424450397491455,1.521760106086731,1.1516786813735962,1.2634820938110352,1.1062309741973877,1.1031250953674316,1.0657637119293213,1.0589121580123901,0.9776777625083923,0.9965791702270508
90,"‹Yaptıklarını biliyorum. İşte önüne kimsenin kapayamayacağı açık bir kapı koydum. Gücünün az olduğunu biliyorum; yine de sözüme uydun, adımı yadsımadın.",2.140547275543213,1.9937406778335571,2.1679177284240723,1.9734104871749878,1.9171074628829956,1.8738385438919067,1.8453545570373535,1.8485323190689087,1.7978417873382568,1.7646303176879883,1.732978343963623
91,Televizyon izlerler.Başka şeyler yaparlar.'',2.3458995819091797,1.979315996170044,1.9720183610916138,2.102400779724121,1.9428763389587402,2.024197578430176,1.931757926940918,1.9214797019958496,1.8222227096557617,1.8843246698379517,1.8465372323989868
92,Onu tanıyor musun?,1.3451213836669922,1.0062938928604126,1.0734403133392334,0.9917194843292236,0.9293989539146423,0.8787866234779358,0.8690458536148071,0.8009154796600342,0.8137978911399841,0.8390406370162964,0.833731472492218
93,- Teşekkürler efendim.,1.4784892797470093,1.3500053882598877,1.1703532934188843,1.094826340675354,0.9772772789001465,0.9372314214706421,0.8604881167411804,0.9088073372840881,0.9035958051681519,0.853562593460083,0.8498901724815369
94,Aşağılandığında adalet Ondan esirgendi. Onun soyunu kim anacak? Çünkü yeryüzündeki yaşamına son verildi.››,2.309089183807373,1.996989130973816,1.9396461248397827,1.8492491245269775,1.7261953353881836,1.7150909900665283,1.705372929573059,1.5954084396362305,1.6435863971710205,1.5925514698028564,1.5819705724716187
95,"Bu normal bir aile, arkadaşlar.",1.7674914598464966,1.6494075059890747,1.745205283164978,1.7107110023498535,1.7272639274597168,1.6061979532241821,1.6884351968765259,1.6758415699005127,1.5720444917678833,1.575280785560608,1.5647194385528564
96,Mesajınızı okuyun ve içerdiği web bağlantısını tıklayın.,1.9165593385696411,1.7652056217193604,1.7212730646133423,1.6842303276062012,1.6730996370315552,1.6474204063415527,1.469692349433899,1.4867178201675415,1.4503268003463745,1.498322606086731,1.557440161705017
